Code	Country	PTJ1 (wds)	PTJ2 (wds)	SMK1 (wds)	SMK2 (wds)	Self Ev	Sex	Age	Grade/Degree	Yrs of Stay (< Yrs)	ENS Type	Major/ Occupation	Acad. Genre	Test	Score	VST	CEFR	INTM	INSM	INTM+INSM	INTM-INSM	Primary	Secondary	College	Inschool	Outschool	Listening	Reading	Speaking	Writing	NS	Pronunciation	Presentation	EssayW
SM_CHN_114	CHN	87	104	100	115	1	F	18	2	N/A	N/A	English	Humanities	N/A	N/A	43	B1_2	5.5	3.5	9	2	3	3.25	4.75	4.78	3	4	4.75	3.25	4	5	5	5	4
SM_CHN_115	CHN	135	118	124	128	2	F	18	2	N/A	N/A	English	Humanities	N/A	N/A	36	B1_2	4.33	5.67	10	-1.34	1	3.38	5.13	4.56	3.22	4.25	4.5	3	5.25	5	5	5	4
SM_CHN_116	CHN	150	180	147	166	2	F	19	1	N/A	N/A	English	Humanities	N/A	N/A	41	B1_2	5.67	5.5	11.17	0.17	5.5	3.88	6	5	5	4.75	5	5	5	6	6	6	6
SM_CHN_117	CHN	94	106	93	103	2	F	19	2	N/A	N/A	English	Humanities	TOEFL (iBT)	90 	40	B2_0	4.83	5	9.83	-0.17	2	3	4	3.56	3.11	4	4.25	2.75	3	3	2	3	2
SM_CHN_118	CHN	115	104	122	113	1	F	21	4	N/A	N/A	Chinese	Humanities	N/A	N/A	34	B1_1	4.5	4	8.5	0.5	4	3.88	3.75	3.78	3.89	4.25	3.5	3.5	4	4	4	5	5
SM_CHN_119	CHN	108	140	101	111	1	F	23	4	N/A	N/A	Economics 	Social Sciences	N/A	N/A	29	B1_1	5.67	3.5	9.17	2.17	2	2.5	4.38	3.33	3.22	3.75	3.5	3.5	3	6	6	6	6
SM_CHN_120	CHN	121	121	104	119	1	F	19	1	N/A	N/A	Math	Sciences & Technology	N/A	N/A	21	A2_0	4.5	5.33	9.83	-0.83	5	5	4	4.89	4.22	4.75	4.75	4.5	4	5	5	4	4
SM_CHN_121	CHN	162	157	146	158	0	F	21	4	N/A	N/A	Math	Sciences & Technology	N/A	N/A	10	A2_0	5.83	4.83	10.66	1	4	4.75	5.13	5.22	4.44	5.5	5.25	4.5	4.5	6	4	4	4
SM_CHN_122	CHN	88	111	100	118	1	F	21	4	N/A	N/A	Education	Humanities	N/A	N/A	31	B1_1	4.67	4.83	9.5	-0.16	3	3.75	3.63	4	3.22	4.25	4	3.25	3.25	2	5	4	5
SM_CHN_123	CHN	88	90	72	80	1	F	19	2	N/A	N/A	English	Humanities	N/A	N/A	35	B1_1	3.67	4.5	8.17	-0.83	1.5	2.88	2.88	3.22	2.22	3.5	2.5	2.25	3.25	1	1	2	2
SM_CHN_124	CHN	82	91	81	73	1	F	23	4	N/A	N/A	Education	Humanities	N/A	N/A	22	A2_0	2.83	2.83	5.66	0	2	2	2.25	2.22	2	2.5	2	2	2	3	3	3	3
SM_CHN_125	CHN	124	134	108	115	1	F	20	2	0.5	N/A	Media Studies	Humanities	N/A	N/A	27	B1_1	4.83	4	8.83	0.83	4	3.25	3	3.33	3.11	3.5	3	3	3	5	5	5	4
SM_CHN_126	CHN	118	110	88	99	2	F	18	2	N/A	N/A	Economics	Social Sciences	TOEFL (iBT)	100 	39	B2_0	4.83	6	10.83	-1.17	3	5	4	4.78	3.89	5.25	4.5	4.25	4	1	5	5	3
SM_CHN_127	CHN	84	98	86	90	1	F	21	2	N/A	N/A	Economics	Social Sciences	N/A	N/A	27	B1_1	6	5.5	11.5	0.5	3.5	4.5	5.38	5.22	4.33	4.75	5	5	5	1	5	5	6
SM_CHN_128	CHN	108	111	105	108	2	F	19	2	N/A	N/A	Finance	Social Sciences	N/A	N/A	43	B1_2	5.83	5.5	11.33	0.33	4.5	5.25	5	5.11	5	5	5	5.25	5.25	6	6	6	6
SM_CHN_129	CHN	102	90	90	92	1	F	20	2	N/A	N/A	Finance	Social Sciences	N/A	N/A	43	B1_2	4.5	4.67	9.17	-0.17	3	3	3.5	4.33	2.11	3.25	3.25	3.25	3.25	3	3	3	3
SM_CHN_130	CHN	112	108	107	102	1	F	19	2	N/A	N/A	Finance	Social Sciences	N/A	N/A	43	B1_2	5.5	5.17	10.67	0.33	2.5	4	3.63	4.33	3	4.25	3.75	3.5	3.75	2	2	3	4
SM_CHN_131	CHN	106	88	75	96	0	F	19	1	N/A	N/A	Chinese	Humanities	N/A	N/A	27	B1_1	5.67	6	11.67	-0.33	5	4.5	5.63	5.11	5	5.25	5.5	4.75	4.75	6	6	6	5
SM_CHN_132	CHN	116	116	117	100	2	F	19	2	N/A	N/A	Electronic Information	Sciences & Technology	N/A	N/A	25	B1_1	4.67	3.67	8.34	1	3.5	5.13	5.25	4.78	5.22	5.25	5.5	4.75	5.25	3	4	4	4
SM_CHN_133	CHN	90	98	89	85	1	F	19	1	N/A	N/A	Chemistry	Sciences & Technology	N/A	N/A	29	B1_1	5.17	4.17	9.34	1	4.5	3.5	3.63	4.22	3.11	3.75	3.5	3.5	3.5	5	5	5	5
SM_CHN_134	CHN	108	105	98	105	1	F	20	2	N/A	N/A	Computer	Sciences & Technology	N/A	N/A	35	B1_1	5	5.33	10.33	-0.33	5	5.25	5	5.33	4.89	5	5	5.25	5.25	5	5	5	5
SM_CHN_135	CHN	89	96	93	94	1	F	17	1	N/A	N/A	Math	Sciences & Technology	N/A	N/A	24	A2_0	5.5	3.83	9.33	1.67	3.5	4.5	4.25	4.44	4.11	5	4.75	3.25	4.5	1	6	3	6
SM_CHN_136	CHN	133	141	144	128	1	F	21	4	0.5	N/A	Accounting	Social Sciences	N/A	N/A	32	B1_1	4.67	5.5	10.17	-0.83	3	3	3.38	3.33	3	3.5	3.25	3	3	5	5	5	5
SM_CHN_137	CHN	124	135	106	122	1	M	22	4	N/A	N/A	History	Humanities	N/A	N/A	26	B1_1	4.17	5.17	9.34	-1	2	1.88	2.25	2.33	1.78	2.75	2	1.5	2	1	1	4	4
SM_CHN_138	CHN	84	105	93	76	0	F	22	1	N/A	N/A	Law	Social Sciences	N/A	N/A	30	B1_1	4.67	4.5	9.17	0.17	5	4.88	3.25	4.44	3.89	4.5	4.5	3.5	3.75	2	5	5	5
SM_CHN_139	CHN	99	102	119	104	0	F	20	2	N/A	N/A	Chinese	Humanities	N/A	N/A	24	A2_0	5	5.33	10.33	-0.33	4	4.88	4.75	4.78	4.67	5	4.5	4.75	5	4	5	5	5
SM_CHN_140	CHN	107	117	118	129	1	F	20	2	N/A	N/A	Architecture	Sciences & Technology	N/A	N/A	20	A2_0	5.17	3	8.17	2.17	1	2.63	4.38	4	2.44	3	4.5	2.75	3.75	3	5	4	3
SM_CHN_141	CHN	106	112	88	93	2	F	23	4	N/A	N/A	Chinese 	Humanities	N/A	N/A	37	B1_2	5.33	4.5	9.83	0.83	1	2.88	5.5	4.11	3.56	4.25	4.25	3.75	4.5	6	6	6	5
SM_CHN_142	CHN	135	146	133	102	2	M	21	4	N/A	N/A	Economics	Social Sciences	N/A	N/A	38	B1_2	4.5	4.17	8.67	0.33	2	3.38	2.75	2.67	3.22	3.5	4	2	2.75	5	6	6	6
SM_CHN_143	CHN	89	122	95	90	2	M	22	2	N/A	N/A	Math	Sciences & Technology	N/A	N/A	22	A2_0	5.17	3	8.17	2.17	1	2.63	4.38	4	2.44	3	4.5	2.75	3.75	3	5	4	3
SM_CHN_144	CHN	109	80	89	107	1	M	22	4	N/A	N/A	Chinese 	Humanities	N/A	N/A	41	B1_2	4.5	4.83	9.33	-0.33	2	3.75	4	4.33	3	3.75	4	3.5	4.25	2	5	5	5
SM_CHN_145	CHN	83	80	83	89	1	M	22	4	N/A	N/A	Chinese 	Humanities	N/A	N/A	35	B1_1	3.83	4.67	8.5	-0.84	3	3	3	3	3	3	3	3	3	5	5	3	5
SM_CHN_146	CHN	127	121	106	114	1	M	22	4	N/A	N/A	Law	Social Sciences	N/A	N/A	27	B1_1	3.67	4.17	7.84	-0.5	1	3.38	3.13	3.56	2.44	3.75	4	2.25	3	5	5	5	5
SM_CHN_147	CHN	141	169	109	123	1	M	23	4	N/A	N/A	Business Management	Social Sciences	N/A	N/A	44	B1_2	5	3.33	8.33	1.67	2.5	4.13	4.38	2.89	5.22	4	4.75	4.5	3.75	6	6	6	4
SM_CHN_148	CHN	103	114	119	109	1	F	22	4	N/A	N/A	Psychology	Humanities	N/A	N/A	41	B1_2	5.33	5.5	10.83	-0.17	2	4.88	5	4.56	4.67	5	4.75	5	5	3	5	5	5
SM_CHN_149	CHN	112	111	104	118	3	F	20	2	N/A	N/A	Chinese Literature	Humanities	N/A	N/A	23	A2_0	4.33	5.17	9.5	-0.84	3.5	3.25	3.75	4.56	2.44	4.5	3.5	3.25	2.75	6	6	6	6
SM_CHN_150	CHN	111	107	86	77	1	F	22	4	N/A	N/A	Economics 	Social Sciences	N/A	N/A	42	B1_2	5.17	2	7.17	3.17	1.5	2.38	2.63	2.89	1.89	3	3	2	2	2	2	2	2
SM_ENS_001	ENS_GBR	134	141	126	139	N/A	M	32	[BA]	N/A	Others	Translator	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_002	ENS_USA	207	186	159	163	N/A	M	34	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_003	ENS_CAN	116	132	124	123	N/A	M	63	[MA]	N/A	Teacher	College Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_004	ENS_USA	161	174	163	170	N/A	M	34	[MA]	N/A	Teacher	College Professor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_005	ENS_AUS	145	174	177	181	N/A	M	25	[BA]	N/A	Teacher	English Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_006	ENS_USA	203	196	208	190	N/A	M	23	N/A	N/A	Student	Language	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_007	ENS_AUS	92	92	73	101	N/A	M	45	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_008	ENS_USA	102	122	94	109	N/A	M	35	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_009	ENS_USA	191	240	178	186	N/A	M	40	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_010	ENS_CAN	121	126	142	123	N/A	M	39	[MA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_011	ENS_USA	167	197	145	143	N/A	M	27	[BA]	N/A	Teacher	English Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_012	ENS_GBR	155	174	179	181	N/A	M	38	[BA]	N/A	Teacher	English Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_013	ENS_AUS	109	120	146	131	N/A	M	38	[BA]	N/A	Teacher	English Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_014	ENS_USA	129	120	113	135	N/A	M	40	[BA]	N/A	Teacher	English Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_015	ENS_GBR	182	192	149	153	N/A	F	34	[MA]	N/A	Others	Mother (No job)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_016	ENS_USA	130	150	154	160	N/A	M	25	[BA]	N/A	Teacher	English Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_017	ENS_USA	160	147	137	150	N/A	M	46	[BA]	N/A	Teacher	English Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_018	ENS_USA	158	156	145	156	N/A	M	36	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_019	ENS_AUS	129	176	162	206	N/A	M	38	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_020	ENS_USA	169	173	153	168	N/A	M	36	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_021	ENS_GBR	151	182	186	182	N/A	F	25	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_022	ENS_CAN	126	133	118	132	N/A	M	29	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_023	ENS_USA	125	139	131	129	N/A	M	37	[MA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_024	ENS_USA	123	124	105	106	N/A	M	32	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_025	ENS_USA	153	170	146	134	N/A	M	34	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_026	ENS_GBR	220	229	217	180	N/A	M	54	[MA]	N/A	Teacher	College Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_027	ENS_USA	94	92	100	93	N/A	M	40	[MA]	N/A	Others	Business Consultant	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_028	ENS_AUS	126	139	127	138	N/A	F	38	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_029	ENS_AUS	126	156	106	147	N/A	M	36	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_030	ENS_USA	188	197	195	218	N/A	M	35	[MA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_031	ENS_USA	198	208	199	231	N/A	M	33	[BA]	N/A	Others	Manager	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_032	ENS_AUS	200	175	182	172	N/A	M	34	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_033	ENS_CAN	138	145	116	121	N/A	M	36	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_034	ENS_USA	132	133	139	130	N/A	M	40	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_035	ENS_GBR	128	151	151	142	N/A	F	29	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_036	ENS_USA	134	143	150	161	N/A	F	25	[MA]	N/A	Others	Office Worker	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_037	ENS_USA	119	133	141	149	N/A	M	27	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_038	ENS_GBR	139	152	121	132	N/A	F	25	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_039	ENS_USA	137	149	168	141	N/A	M	28	[BA]	N/A	Others	Athlete	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_040	ENS_USA	145	156	147	168	N/A	M	30	[MA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_041	ENS_USA	133	151	144	151	N/A	M	34	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_042	ENS_GBR	82	88	100	107	N/A	M	39	[BA]	N/A	Teacher	College Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_043	ENS_AUS	134	146	134	140	N/A	M	33	[BA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_044	ENS_CAN	219	202	185	178	N/A	M	29	[MA]	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_045	ENS_GBR	131	144	167	166	N/A	M	47	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_046	ENS_GBR	168	163	159	150	N/A	M	40	[MA]	N/A	Teacher	College Professor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_047	ENS_CAN	136	142	144	136	N/A	F	28	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_048	ENS_USA	149	180	152	166	N/A	M	42	[BA]	N/A	Others	Office Worker	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_049	ENS_NZL	109	132	136	148	N/A	M	39	[BA]	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_050	ENS_USA	127	147	135	153	N/A	M	32	[BA]	N/A	Others	Café Owner	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_051	ENS_GBR	162	156	157	166	N/A	F	34	N/A	N/A	Others	Mother (No job)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_052	ENS_USA	160	167	161	148	N/A	M	44	N/A	N/A	Teacher	ALT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_053	ENS_CAN	180	187	178	184	N/A	M	39	N/A	N/A	Others	Textbook Developer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_054	ENS_GBR	98	139	101	94	N/A	M	32	N/A	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_055	ENS_USA	108	121	128	150	N/A	M	40	N/A	N/A	Others	Writer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_056	ENS_USA	123	190	165	187	N/A	M	34	N/A	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_057	ENS_GBR	186	203	218	190	N/A	M	54	N/A	N/A	Teacher	College Instructor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_058	ENS_CAN	172	151	202	189	N/A	M	36	N/A	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_059	ENS_USA	169	152	132	150	N/A	F	34	N/A	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_060	ENS_USA	152	146	135	147	N/A	M	28	N/A	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_061	ENS_NIG	120	84	140	79	N/A	M	24	N/A	N/A	Student	Law	Social Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_062	ENS_USA	151	122	130	245	N/A	M	28	N/A	N/A	Student	Law	Social Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_063	ENS_USA	141	159	153	204	N/A	M	36	N/A	N/A	Student	Engineering	Sciences & Technology	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_064	ENS_USA	151	169	187	177	N/A	M	25	N/A	N/A	Teacher	English Teacher	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_065	ENS_USA	87	137	118	113	N/A	M	22	N/A	N/A	Student	Engineering	Sciences & Technology	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_066	ENS_AUS	130	126	139	149	N/A	F	18	N/A	N/A	Student	Engineering	Sciences & Technology	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_067	ENS_USA	110	115	142	149	N/A	M	24	N/A	N/A	Student	Economics	Social Sciences	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SM_ENS_068	ENS_USA	173	190	194	203	N/A	F	21	N/A	N/A	Student	Language	Humanities	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
